time,cmd_vel_linear_y,cmd_vel_angular_z,wall_lateral,wall_has,obstacle_ahead
0.0,,,,,False
0.0005228519439697266,,,,False,False
0.03360152244567871,0.03,0.0,,False,False
0.08385705947875977,0.03,0.0,,False,False
0.09997963905334473,0.03,0.0,,False,False
0.10061025619506836,0.03,0.0,,False,False
0.13369226455688477,0.03,0.0,,False,False
0.1836719512939453,0.03,0.0,,False,False
0.19982433319091797,0.03,0.0,,False,False
0.20046067237854004,0.03,0.0,,False,False
0.23369121551513672,0.03,0.0,,False,False
0.2837505340576172,0.03,0.0,,False,False
0.2997729778289795,0.03,0.0,,False,False
0.30043625831604004,0.03,0.0,,False,False
0.3336806297302246,0.03,0.0,,False,False
0.38382816314697266,0.03,0.0,,False,False
0.3997225761413574,0.03,0.0,,False,False
0.400484561920166,0.03,0.0,,False,False
0.43373799324035645,0.03,0.0,,False,False
0.4837956428527832,0.03,0.0,,False,False
0.49895381927490234,0.03,0.0,,False,False
0.4996051788330078,0.03,0.0,,False,False
0.5336084365844727,0.03,0.0,,False,False
0.5837359428405762,0.03,0.0,,False,False
0.5989835262298584,0.03,0.0,,False,False
0.5995495319366455,0.03,0.0,,False,False
0.6337366104125977,0.03,0.0,,False,False
0.6836397647857666,0.03,0.0,,False,False
0.6987712383270264,0.03,0.0,,False,False
0.6996955871582031,0.03,0.0,,False,False
0.733705997467041,0.03,0.0,,False,False
0.7838537693023682,0.03,0.0,,False,False
0.7987110614776611,0.03,0.0,,False,False
0.7996840476989746,0.03,0.0,,False,False
0.8337888717651367,0.03,0.0,,False,False
0.8837156295776367,0.03,0.0,,False,False
0.8989753723144531,0.03,0.0,,False,False
0.8997373580932617,0.03,0.0,,False,False
0.933722734451294,0.03,0.0,,False,False
0.9837934970855713,0.03,0.0,,False,False
0.9988248348236084,0.03,0.0,,False,False
0.9995789527893066,0.03,0.0,,False,False
1.0337355136871338,0.03,0.0,,False,False
1.0837390422821045,0.03,0.0,,False,False
1.0990889072418213,0.03,0.0,,False,False
1.0997982025146484,0.03,0.0,,False,False
1.133768081665039,0.03,0.0,,False,False
1.18379807472229,0.03,0.0,,False,False
1.1990854740142822,0.03,0.0,,False,False
1.1999123096466064,0.03,0.0,,False,False
1.2338483333587646,0.03,0.0,,False,False
1.2836713790893555,0.03,0.0,,False,False
1.2990472316741943,0.03,0.0,,False,False
1.3009028434753418,0.03,0.0,,False,False
1.3338043689727783,0.03,0.0,,False,False
1.3838064670562744,0.03,0.0,,False,False
1.3990063667297363,0.03,0.0,,False,False
1.3998019695281982,0.03,0.0,,False,False
1.4337701797485352,0.03,0.0,,False,False
1.4837310314178467,0.03,0.0,,False,False
1.4989776611328125,0.03,0.0,,False,False
1.499662160873413,0.03,0.0,,False,False
1.5336828231811523,0.03,0.0,,False,False
1.583662748336792,0.03,0.0,,False,False
1.5988829135894775,0.03,0.0,,False,False
1.5995802879333496,0.03,0.0,,False,False
1.6338140964508057,0.03,0.0,,False,False
1.6836800575256348,0.03,0.0,,False,False
1.6990704536437988,0.03,0.0,,False,False
1.6998419761657715,0.03,0.0,,False,False
1.733757495880127,0.03,0.0,,False,False
1.7836837768554688,0.03,0.0,,False,False
1.7994608879089355,0.03,0.0,,False,False
1.7996435165405273,0.03,0.0,,False,False
1.8337061405181885,0.03,0.0,,False,False
1.883650779724121,0.03,0.0,,False,False
1.898930311203003,0.03,0.0,,False,False
1.8994882106781006,0.03,0.0,,False,False
1.9336774349212646,0.03,0.0,,False,False
1.9837555885314941,0.03,0.0,,False,False
1.997478723526001,0.03,0.0,,False,False
1.9980261325836182,0.03,0.0,,False,False
2.033761501312256,0.03,0.0,,False,False
2.083754062652588,0.03,0.0,,False,False
2.0971481800079346,0.03,0.0,,False,False
2.097882032394409,0.03,0.0,,False,False
2.1337127685546875,0.03,0.0,,False,False
2.183777332305908,0.03,0.0,,False,False
2.1970200538635254,0.03,0.0,,False,False
2.197693109512329,0.03,0.0,,False,False
2.2337722778320312,0.03,0.0,,False,False
2.2836837768554688,0.03,0.0,,False,False
2.2970168590545654,0.03,0.0,,False,False
2.297649621963501,0.03,0.0,,False,False
2.3344216346740723,0.03,0.0,,False,False
2.3836567401885986,0.03,0.0,,False,False
2.397610664367676,0.03,0.0,,False,False
2.3976187705993652,0.03,0.0,,False,False
2.433748960494995,0.03,0.0,,False,False
2.483642816543579,0.03,0.0,,False,False
2.497185230255127,0.03,0.0,,False,False
2.497765302658081,0.03,0.0,,False,False
2.533757448196411,0.03,0.0,,False,False
2.5837016105651855,0.03,0.0,,False,False
2.5986526012420654,0.03,0.0,,False,False
2.5994021892547607,0.03,0.0,,False,False
2.633789300918579,0.03,0.0,,False,False
2.683661699295044,0.03,0.0,,False,False
2.6970150470733643,0.03,0.0,,False,False
2.6978299617767334,0.03,0.0,,False,False
2.733708143234253,0.03,0.0,,False,False
2.7837305068969727,0.03,0.0,,False,False
2.7970361709594727,0.03,0.0,,False,False
2.7977895736694336,0.03,0.0,,False,False
2.8336775302886963,0.03,0.0,,False,False
2.8836991786956787,0.03,0.0,,False,False
2.89766001701355,0.03,0.0,,False,False
2.897897720336914,0.03,0.0,,False,True
2.9338431358337402,0.03,0.0,,False,True
2.9837517738342285,0.03,0.0,,False,True
2.99709415435791,0.03,0.0,,False,True
2.997838020324707,0.03,0.0,,False,True
3.033724784851074,0.03,0.0,,False,True
3.0837483406066895,0.03,0.0,,False,True
3.0971057415008545,0.03,0.0,,False,True
3.097698211669922,0.03,0.0,,False,True
3.1337950229644775,0.03,0.0,,False,True
3.183690071105957,0.03,0.0,,False,True
3.197094440460205,0.03,0.0,,False,False
3.197802782058716,0.03,0.0,,False,False
3.2338032722473145,0.03,0.0,,False,False
3.2836878299713135,0.03,0.0,,False,False
3.2977936267852783,0.03,0.0,,False,False
3.297811985015869,0.03,0.0,,False,False
3.3336596488952637,0.03,0.0,,False,False
3.3836400508880615,0.03,0.0,,False,False
3.3971195220947266,0.03,0.0,,False,False
3.397818088531494,0.03,0.0,,False,False
3.4338433742523193,0.03,0.0,,False,False
3.483609437942505,0.03,0.0,,False,False
3.497089385986328,0.03,0.0,,False,False
3.4977433681488037,0.03,0.0,,False,False
3.5337953567504883,0.03,0.0,,False,False
3.5837793350219727,0.03,0.0,,False,False
3.5955803394317627,0.03,0.0,,False,False
3.5962278842926025,0.03,0.0,,False,False
3.6338374614715576,0.03,0.0,,False,False
3.6837005615234375,0.03,0.0,,False,False
3.6960394382476807,0.03,0.0,,False,False
3.6966638565063477,0.03,0.0,,False,False
3.733884334564209,0.03,0.0,,False,False
3.7837917804718018,0.03,0.0,,False,False
3.7960336208343506,0.03,0.0,,False,False
3.7967700958251953,0.03,0.0,,False,False
3.8337929248809814,0.03,0.0,,False,False
3.8839266300201416,0.03,0.0,,False,False
3.8961098194122314,0.03,0.0,,False,False
3.8968324661254883,0.03,0.0,,False,False
3.933694362640381,0.03,0.0,,False,False
3.9838485717773438,0.03,0.0,,False,False
3.995954990386963,0.03,0.0,,False,False
3.9967844486236572,0.03,0.0,,False,False
4.033893585205078,0.03,0.0,,False,False
4.083700656890869,0.03,0.0,,False,False
4.0951337814331055,0.03,0.0,,False,False
4.095678091049194,0.03,0.0,,False,False
4.133784532546997,0.03,0.0,,False,False
4.1837217807769775,0.03,0.0,,False,False
4.195178270339966,0.03,0.0,,False,False
4.195794343948364,0.03,0.0,,False,False
4.233722686767578,0.03,0.0,,False,False
4.283760070800781,0.03,0.0,,False,False
4.295156002044678,0.03,0.0,,False,False
4.2958526611328125,0.03,0.0,,False,False
4.333710432052612,0.03,0.0,,False,False
4.38385796546936,0.03,0.0,,False,False
4.394992351531982,0.03,0.0,,False,False
4.395700693130493,0.03,0.0,,False,False
4.4337053298950195,0.03,0.0,,False,False
4.483799695968628,0.03,0.0,,False,False
4.495104551315308,0.03,0.0,,False,False
4.495791435241699,0.03,0.0,,False,False
4.533852815628052,0.03,0.0,,False,False
4.5837037563323975,0.03,0.0,,False,False
4.595338821411133,0.03,0.0,,False,False
4.596895456314087,0.03,0.0,,False,False
4.633849620819092,0.03,0.0,,False,False
4.683727025985718,0.03,0.0,,False,False
4.6950671672821045,0.03,0.0,,False,False
4.695977210998535,0.03,0.0,,False,False
4.7336812019348145,0.03,0.0,,False,False
4.783786058425903,0.03,0.0,,False,False
4.795153617858887,0.03,0.0,,False,False
4.795670509338379,0.03,0.0,,False,False
4.833680629730225,0.03,0.0,,False,False
4.883782863616943,0.03,0.0,,False,False
4.894952058792114,0.03,0.0,,False,False
4.89575457572937,0.03,0.0,,False,False
4.933680772781372,0.03,0.0,,False,False
4.983834981918335,0.03,0.0,,False,False
4.995285272598267,0.03,0.0,,False,False
4.995952367782593,0.03,0.0,,False,False
5.033622741699219,0.03,0.0,,False,False
5.083666086196899,0.03,0.0,,False,False
5.095533132553101,0.03,0.0,,False,False
5.0955588817596436,0.03,0.0,,False,False
5.133906364440918,0.03,0.0,,False,False
5.183708906173706,0.03,0.0,,False,False
5.19501256942749,0.03,0.0,,False,False
5.195687294006348,0.03,0.0,,False,False
5.233792781829834,0.03,0.0,,False,False
5.283821105957031,0.03,0.0,,False,False
5.295076131820679,0.03,0.0,,False,False
5.2957844734191895,0.03,0.0,,False,False
5.333879232406616,0.03,0.0,,False,False
5.383747339248657,0.03,0.0,,False,False
5.395030498504639,0.03,0.0,,False,False
