time,state,reason,has_wall,obs_front,quality,wall_dist,wall_yaw(rad),front_min,left_min,mem_dist,mem_yaw,mem_age,corner_state,corner_has,corner_dist,odom_x,odom_y,odom_yaw,vis_score_ahead,vx_cmd,vy_cmd,w_cmd,vx_limited,vy_limited,w_limited,soft_gate
1756471920.8731,ALIGN,ALIGNING,1,0,969.0,1.1540954113006592,0.12835489213466644,nan,1.1540000438690186,1.1540954113006592,0.12835489213466644,0.10088586807250977,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.19253233820199966,0.05,0.22,-0.19253233820199966,1.0
1756471920.9742055,ALIGN,ALIGNING,1,0,969.0,1.154130458831787,0.12835454940795898,nan,1.1540000438690186,1.154130458831787,0.12835454940795898,0.10099506378173828,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.19253182411193848,0.05,0.22,-0.19253182411193848,1.0
1756471921.0752542,ALIGN,ALIGNING,1,0,969.0,1.1541379690170288,0.12835337221622467,nan,1.1549999713897705,1.1541379690170288,0.12835337221622467,0.10094475746154785,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.192530058324337,0.05,0.22,-0.192530058324337,1.0
1756471921.1768432,ALIGN,ALIGNING,1,0,969.2,1.154426097869873,0.12857702374458313,nan,1.1540000438690186,1.154426097869873,0.12857702374458313,0.10147929191589355,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.1928655356168747,0.05,0.22,-0.1928655356168747,1.0
1756471921.277455,ALIGN,ALIGNING,1,0,969.4,1.1547435522079468,0.12861862778663635,nan,1.1549999713897705,1.1547435522079468,0.12861862778663635,0.10050249099731445,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.19292794167995453,0.05,0.22,-0.19292794167995453,1.0
1756471921.3783085,ALIGN,ALIGNING,1,0,969.1,1.155094861984253,0.12866397202014923,nan,1.1549999713897705,1.155094861984253,0.12866397202014923,0.10066914558410645,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.19299595803022385,0.05,0.22,-0.19299595803022385,1.0
1756471921.4795535,ALIGN,ALIGNING,1,0,969.3,1.1553679704666138,0.1286686807870865,nan,1.1549999713897705,1.1553679704666138,0.1286686807870865,0.10113406181335449,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.19300302118062973,0.05,0.22,-0.19300302118062973,1.0
1756471921.5802023,ALIGN,ALIGNING,1,0,969.4,1.155603289604187,0.12875592708587646,nan,1.1549999713897705,1.155603289604187,0.12875592708587646,0.10053849220275879,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.1931338906288147,0.05,0.22,-0.1931338906288147,1.0
1756471921.6818593,ALIGN,ALIGNING,1,0,969.3,1.155759334564209,0.12875482439994812,nan,1.1549999713897705,1.155759334564209,0.12875482439994812,0.10154199600219727,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.19313223659992218,0.05,0.22,-0.19313223659992218,1.0
1756471921.783264,ALIGN,ALIGNING,1,0,968.9,1.1559474468231201,0.12866328656673431,nan,1.1549999713897705,1.1558711528778076,0.12866328656673431,0.10105776786804199,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.19299492985010147,0.05,0.22,-0.19299492985010147,1.0
1756471921.8842287,ALIGN,ALIGNING,1,0,968.7,1.1560273170471191,0.1287357658147812,nan,1.1549999713897705,1.1559474468231201,0.12867285311222076,0.10085606575012207,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.19300927966833115,0.05,0.22,-0.19300927966833115,1.0
1756471921.9847379,ALIGN,ALIGNING,1,0,969.0,1.1560723781585693,0.12876667082309723,nan,1.1549999713897705,1.1560273170471191,0.1287357658147812,0.10039997100830078,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.19310364872217178,0.05,0.22,-0.19310364872217178,1.0
1756471922.0856247,ALIGN,ALIGNING,1,0,969.2,1.1561143398284912,0.12883681058883667,nan,1.1549999713897705,1.1560723781585693,0.12876667082309723,0.10078287124633789,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.19315000623464584,0.05,0.22,-0.19315000623464584,1.0
1756471922.186606,ALIGN,ALIGNING,1,0,968.9,1.1561105251312256,0.1288062334060669,nan,1.1549999713897705,1.1561143398284912,0.12883681058883667,0.10086774826049805,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.193255215883255,0.05,0.22,-0.193255215883255,1.0
1756471922.2877772,ALIGN,ALIGNING,1,0,969.4,1.1559522151947021,0.12923091650009155,nan,1.1549999713897705,1.1561105251312256,0.1288062334060669,0.1010582447052002,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.19320935010910034,0.05,0.22,-0.19320935010910034,1.0
1756471922.3884506,ALIGN,ALIGNING,1,0,970.1,1.1552871465682983,0.13100111484527588,nan,1.1510000228881836,1.1559522151947021,0.12923091650009155,0.10056376457214355,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.19384637475013733,0.05,0.22,-0.19384637475013733,1.0
1756471922.4895194,ALIGN,ALIGNING,1,0,970.1,1.1539267301559448,0.13383926451206207,nan,1.1480000019073486,1.1552871465682983,0.13100111484527588,0.10095977783203125,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.19650167226791382,0.05,0.22,-0.19650167226791382,1.0
1756471922.5904584,ALIGN,ALIGNING,1,0,973.4,1.1517471075057983,0.13825225830078125,nan,1.1480000019073486,1.1539267301559448,0.13383926451206207,0.10083174705505371,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.2007588967680931,0.05,0.22,-0.2007588967680931,1.0
1756471922.6918538,ALIGN,ALIGNING,1,0,977.1,1.1480764150619507,0.14629419147968292,nan,1.1349999904632568,1.1517471075057983,0.13825225830078125,0.101287841796875,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.20737838745117188,0.05,0.22,-0.20737838745117188,1.0
1756471922.7929356,ALIGN,ALIGNING,1,0,982.1,1.1436411142349243,0.15592461824417114,nan,1.1319999694824219,1.1480764150619507,0.14629419147968292,0.10097241401672363,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.21944128721952438,0.05,0.22,-0.21944128721952438,1.0
1756471922.8942044,ALIGN,ALIGNING,1,0,986.7,1.1384917497634888,0.16448569297790527,nan,1.1239999532699585,1.1436411142349243,0.15592461824417114,0.10115957260131836,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.2338869273662567,0.05,0.22,-0.2338869273662567,1.0
1756471922.9957964,ALIGN,ALIGNING,1,0,988.7,1.1299399137496948,0.16874325275421143,nan,1.1100000143051147,1.1384917497634888,0.16448569297790527,0.10148286819458008,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.2467285394668579,0.05,0.22,-0.2467285394668579,1.0
1756471923.09713,ALIGN,ALIGNING,1,0,992.6,1.118283987045288,0.17236840724945068,nan,1.0850000381469727,1.1299399137496948,0.16874325275421143,0.10124444961547852,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.25311487913131714,0.05,0.22,-0.25311487913131714,1.0
1756471923.198673,ALIGN,ALIGNING,1,0,995.5,1.1035690307617188,0.17585311830043793,nan,1.065000057220459,1.118283987045288,0.17236840724945068,0.10143756866455078,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.258552610874176,0.05,0.22,-0.258552610874176,1.0
1756471923.2995512,ALIGN,ALIGNING,1,0,1000.2,1.0873081684112549,0.17933683097362518,nan,1.0449999570846558,1.1035690307617188,0.17585311830043793,0.10080337524414062,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.2637796774506569,0.05,0.22,-0.2637796774506569,1.0
1756471923.4006932,ALIGN,ALIGNING,1,0,1003.9,1.069438099861145,0.1825413554906845,nan,1.0240000486373901,1.0873081684112549,0.17933683097362518,0.10103845596313477,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.2690052464604378,0.05,0.22,-0.2690052464604378,1.0
1756471923.501777,ALIGN,ALIGNING,1,0,1009.2,1.0508010387420654,0.18571659922599792,nan,1.00600004196167,1.069438099861145,0.1825413554906845,0.10097217559814453,C_IDLE,0,nan,nan,nan,nan,nan,0.05,0.25,-0.27381203323602676,0.05,0.22,-0.27381203323602676,1.0
